Split,Horizon,Method,LagSet,y_true,y_pred,Store
9,6,SeasonalNaive7,-,65.0,73.0,Baltimore
9,7,SeasonalNaive7,-,71.0,71.0,Baltimore
9,1,ETS_HoltWinters,-,69.0,76.64953506844896,Baltimore
9,2,ETS_HoltWinters,-,77.0,114.1333832491018,Baltimore
9,3,ETS_HoltWinters,-,118.0,207.39504416195894,Baltimore
9,4,ETS_HoltWinters,-,97.0,146.33934773181085,Baltimore
9,5,ETS_HoltWinters,-,61.0,98.25305683992656,Baltimore
9,6,ETS_HoltWinters,-,65.0,56.91289530604295,Baltimore
9,7,ETS_HoltWinters,-,71.0,68.81613109161945,Baltimore
9,1,ARIMA,-,69.0,93.0886629561692,Baltimore
9,2,ARIMA,-,77.0,104.76759342211403,Baltimore
9,3,ARIMA,-,118.0,110.94258993951435,Baltimore
9,4,ARIMA,-,97.0,114.20749352816854,Baltimore
9,5,ARIMA,-,61.0,115.93374477594978,Baltimore
9,6,ARIMA,-,65.0,116.84646494962406,Baltimore
9,7,ARIMA,-,71.0,117.32904714413529,Baltimore
9,1,RandomForest,lag7,69.0,77.27,Baltimore
9,2,RandomForest,lag7,77.0,101.43,Baltimore
9,3,RandomForest,lag7,118.0,148.28,Baltimore
9,4,RandomForest,lag7,97.0,125.27,Baltimore
9,5,RandomForest,lag7,61.0,77.24,Baltimore
9,6,RandomForest,lag7,65.0,79.75,Baltimore
9,7,RandomForest,lag7,71.0,69.06,Baltimore
9,1,XGBoost,lag7,69.0,70.73829650878906,Baltimore
9,2,XGBoost,lag7,77.0,95.79692840576172,Baltimore
9,3,XGBoost,lag7,118.0,167.99534606933594,Baltimore
9,4,XGBoost,lag7,97.0,156.42391967773438,Baltimore
9,5,XGBoost,lag7,61.0,136.13287353515625,Baltimore
9,6,XGBoost,lag7,65.0,78.86713409423828,Baltimore
9,7,XGBoost,lag7,71.0,78.11522674560547,Baltimore
9,1,RandomForest,lag14,69.0,75.68,Baltimore
9,2,RandomForest,lag14,77.0,98.73,Baltimore
9,3,RandomForest,lag14,118.0,142.76,Baltimore
9,4,RandomForest,lag14,97.0,106.81,Baltimore
9,5,RandomForest,lag14,61.0,73.51,Baltimore
9,6,RandomForest,lag14,65.0,73.03,Baltimore
